CURRENT_ENERGY_RATING,below_c,LODGEMENT_DATE,PROPERTY_TYPE,BUILT_FORM,AGE_BAND_CLEAN,TOTAL_FLOOR_AREA,NUMBER_HABITABLE_ROOMS,MAIN_FUEL_CAT,GLAZED_AREA,WALL_CATEGORY,ROOF_CATEGORY,WINDOW_CATEGORY,HEATING_CATEGORY,LOW_ENERGY_LIGHTING,MECHANICAL_VENTILATION,REPORT_TYPE,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,FLOOR_HEIGHT
C,0,2022-05-11,House,Mid-Terrace,1930-1949,72.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.47
D,1,2022-05-11,House,Detached,1967-1975,114.0,6.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.33
D,1,2022-05-11,House,Mid-Terrace,1900-1929,81.0,6.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.51
D,1,2022-05-11,Bungalow,End-Terrace,1976-1982,46.0,2.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,40.0,"mechanical, supply and extract",100,0.0,N,2.33
B,0,2022-05-11,House,Detached,2012 onwards,113.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
C,0,2022-05-11,Flat,Semi-Detached,1967-1975,58.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,44.0,natural,100,0.0,N,2.41
D,1,2022-05-11,Flat,Semi-Detached,1900-1929,63.0,3.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.47
C,0,2022-05-11,House,Semi-Detached,1930-1949,83.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.46
D,1,2022-05-12,House,Mid-Terrace,1900-1929,64.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2022-05-12,House,Mid-Terrace,1991-1995,78.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2022-05-12,House,Mid-Terrace,1967-1975,73.0,4.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
C,0,2022-05-12,House,Semi-Detached,1976-1982,70.0,5.0,Mains gas,Normal,Partial/limited insulation,100-199 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.32
C,0,2022-05-12,Flat,Mid-Terrace,1983-1990,37.0,2.0,Electricity,Normal,Insulated,Insulated - unspecified,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.2
B,0,2022-05-12,Flat,Mid-Terrace,2003-2006,43.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,88.0,natural,100,0.0,N,2.27
C,0,2022-05-12,Flat,Mid-Terrace,2003-2006,37.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,80.0,natural,100,0.0,N,2.4
C,0,2022-05-12,Flat,Semi-Detached,1983-1990,51.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.38
D,1,2022-05-12,House,Mid-Terrace,1900-1929,89.0,6.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.5
D,1,2022-05-12,House,Mid-Terrace,1900-1929,65.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,70.0,natural,100,0.0,N,2.4
C,0,2022-05-12,Flat,Semi-Detached,2007-2011,38.0,2.0,Electricity,Normal,Insulated,Insulated - unspecified,Full double glazing,Electric underfloor,30.0,natural,100,0.0,N,2.35
C,0,2022-05-13,House,End-Terrace,1950-1966,83.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.42
C,0,2022-05-13,Flat,Mid-Terrace,before 1900,48.0,2.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.6
C,0,2022-05-13,Flat,End-Terrace,1950-1966,59.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,38.0,natural,100,0.0,N,2.47
C,0,2022-05-13,House,Semi-Detached,1930-1949,67.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,56.0,natural,100,0.0,N,2.45
D,1,2022-05-13,Flat,Semi-Detached,1967-1975,60.0,3.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.51
C,0,2022-05-13,Flat,Mid-Terrace,1991-1995,46.0,2.0,Mains gas,Normal,Insulated,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
C,0,2022-05-13,House,Semi-Detached,1967-1975,112.0,6.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,53.0,natural,100,0.0,N,2.27
C,0,2022-05-13,Maisonette,Mid-Terrace,1950-1966,81.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.49
D,1,2022-05-13,House,End-Terrace,before 1900,91.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.54
C,0,2022-05-13,Flat,Semi-Detached,1950-1966,56.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.44
D,1,2022-05-13,House,Mid-Terrace,before 1900,78.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.52
D,1,2022-05-13,House,End-Terrace,before 1900,79.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.52
C,0,2022-05-13,Flat,Mid-Terrace,1991-1995,46.0,2.0,Mains gas,Normal,Insulated,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
E,1,2022-05-13,Flat,End-Terrace,1950-1966,73.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.4
D,1,2022-05-13,Flat,End-Terrace,before 1900,50.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,3.0
E,1,2022-05-13,Bungalow,Detached,1967-1975,75.0,4.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,73.0,natural,100,0.0,N,2.38
C,0,2022-05-13,Flat,Mid-Terrace,before 1900,48.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.67
C,0,2022-05-14,House,Mid-Terrace,1900-1929,69.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.54
C,0,2022-05-14,House,Semi-Detached,1950-1966,93.0,5.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
D,1,2022-05-14,House,Mid-Terrace,before 1900,111.0,6.0,Mains gas,Normal,No insulation,No insulation,Partial/mostly double glazing,Gas boiler,47.0,natural,100,0.0,N,2.75
D,1,2022-05-14,House,Semi-Detached,1930-1949,119.0,6.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2022-05-14,House,End-Terrace,1930-1949,75.0,5.0,Mains gas,Normal,Insulated,Other/unknown,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.48
C,0,2022-05-14,House,Mid-Terrace,1900-1929,78.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.59
C,0,2022-05-14,House,Mid-Terrace,1900-1929,73.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.52
C,0,2022-05-14,Flat,Semi-Detached,1967-1975,45.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.376
C,0,2022-05-14,House,Semi-Detached,1950-1966,87.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.25
D,1,2022-05-16,House,Mid-Terrace,1900-1929,76.0,4.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.56
C,0,2022-05-16,House,Mid-Terrace,before 1900,64.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
D,1,2022-05-16,House,Mid-Terrace,1900-1929,77.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.55
C,0,2022-05-16,House,Mid-Terrace,before 1900,71.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Secondary glazing,Gas boiler,78.0,natural,100,0.0,N,2.53
C,0,2022-05-16,Flat,Detached,1967-1975,71.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.38
E,1,2022-05-16,House,Detached,1900-1929,392.0,9.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,91.0,natural,100,0.0,N,2.87
C,0,2022-05-16,Flat,Mid-Terrace,1967-1975,47.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
D,1,2022-05-16,House,Mid-Terrace,before 1900,72.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.52
D,1,2022-05-16,House,Semi-Detached,1950-1966,58.0,3.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,78.0,natural,100,0.0,N,2.73
B,0,2022-05-17,House,End-Terrace,2007-2011,45.0,3.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,15.0,N,2.3
C,0,2022-05-17,Flat,Mid-Terrace,1900-1929,82.0,3.0,Electricity,Normal,No insulation,No exposed roof / premises above,Full double glazing,Electric underfloor,43.0,natural,100,0.0,N,2.39
C,0,2022-05-17,House,Semi-Detached,1930-1949,95.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,69.0,natural,100,0.0,N,2.44
C,0,2022-05-17,Flat,Semi-Detached,2003-2006,54.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,90.0,natural,100,0.0,N,2.4
D,1,2022-05-17,House,Detached,1930-1949,156.0,8.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,42.0,natural,100,0.0,N,2.41
C,0,2022-05-17,House,Mid-Terrace,2007-2011,87.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
C,0,2022-05-17,House,Detached,1967-1975,62.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.34
B,0,2022-05-18,House,End-Terrace,2012 onwards,78.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
D,1,2022-05-18,House,Semi-Detached,before 1900,236.0,6.0,Mains gas,Normal,No insulation,300+ mm,Partial/mostly double glazing,Gas boiler,86.0,natural,100,0.0,N,3.26
D,1,2022-05-18,House,Semi-Detached,1950-1966,80.0,5.0,Mains gas,Normal,Insulated,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.42
C,0,2022-05-18,House,Mid-Terrace,before 1900,70.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,75.0,natural,100,0.0,N,2.62
C,0,2022-05-18,House,Mid-Terrace,1976-1982,78.0,3.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,78.0,natural,100,0.0,N,2.33
D,1,2022-05-18,Flat,End-Terrace,1983-1990,54.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Single glazing,Gas boiler,14.0,natural,100,0.0,N,2.21
C,0,2022-05-18,House,Mid-Terrace,1983-1990,62.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.37
C,0,2022-05-18,House,Mid-Terrace,before 1900,86.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2022-05-18,Flat,Semi-Detached,1976-1982,49.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.44
C,0,2022-05-18,House,Mid-Terrace,before 1900,80.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.6
D,1,2022-05-18,House,Semi-Detached,1930-1949,70.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2022-05-18,Flat,Mid-Terrace,1976-1982,53.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.35
C,0,2022-05-18,House,Semi-Detached,2003-2006,69.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.38
B,0,2022-05-18,House,Mid-Terrace,2012 onwards,78.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
B,0,2022-05-18,House,Detached,2012 onwards,143.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
F,1,2022-05-18,House,Semi-Detached,before 1900,199.0,7.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.82
D,1,2022-05-18,House,End-Terrace,before 1900,62.0,3.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.38
D,1,2022-05-18,Bungalow,End-Terrace,1983-1990,46.0,2.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,60.0,natural,100,0.0,N,2.34
D,1,2022-05-18,House,Mid-Terrace,1930-1949,79.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,91.0,natural,100,0.0,N,2.48
C,0,2022-05-18,House,Semi-Detached,1930-1949,86.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.45
C,0,2022-05-18,Flat,Semi-Detached,2007-2011,70.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.37
D,1,2022-05-18,Flat,End-Terrace,before 1900,64.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.72
C,0,2022-05-18,Flat,Semi-Detached,1983-1990,55.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.3
D,1,2022-05-18,Bungalow,Semi-Detached,1983-1990,59.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,11.0,natural,100,0.0,N,2.36
C,0,2022-05-18,Flat,End-Terrace,2003-2006,57.0,2.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
C,0,2022-05-18,House,Mid-Terrace,2003-2006,59.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.29
D,1,2022-05-18,House,Detached,1930-1949,166.0,12.0,Mains gas,Normal,Insulated,100-199 mm,Partial/mostly double glazing,Gas boiler,91.0,natural,100,0.0,N,2.4
B,0,2022-05-18,House,End-Terrace,2012 onwards,78.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
C,0,2022-05-19,Flat,Enclosed End-Terrace,2003-2006,54.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric boiler,60.0,natural,100,0.0,N,2.38
D,1,2022-05-19,Flat,Mid-Terrace,1983-1990,48.0,3.0,Mains gas,Normal,Insulated,<100 mm,Single glazing,Gas warm-air/room heating,100.0,natural,100,0.0,N,2.35
D,1,2022-05-19,House,Semi-Detached,1930-1949,80.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.47
D,1,2022-05-19,Flat,Semi-Detached,1967-1975,74.0,3.0,Gas - community,Normal,No insulation,200-299 mm,Full double glazing,Community heating,29.0,natural,100,0.0,N,2.39
C,0,2022-05-19,House,Semi-Detached,1983-1990,98.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
D,1,2022-05-19,House,Mid-Terrace,before 1900,63.0,5.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.5
C,0,2022-05-19,House,Semi-Detached,before 1900,93.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.4
E,1,2022-05-19,House,Semi-Detached,1950-1966,106.0,6.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
C,0,2022-05-19,House,Mid-Terrace,1996-2002,85.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.37
C,0,2022-05-19,Flat,Mid-Terrace,2007-2011,44.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,71.0,natural,100,0.0,N,2.41
D,1,2022-05-19,House,Mid-Terrace,1900-1929,59.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,80.0,natural,100,0.0,N,2.42
D,1,2022-05-19,House,Mid-Terrace,1900-1929,126.0,6.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,94.0,natural,100,0.0,N,2.68
E,1,2022-05-19,Flat,Semi-Detached,1900-1929,56.0,3.0,Electricity,Normal,No insulation,No exposed roof / premises above,Single glazing,Electric room/resistance heating,88.0,natural,100,0.0,N,2.75
D,1,2022-05-20,House,Detached,1967-1975,118.0,7.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,,N,2.73
D,1,2022-05-20,House,End-Terrace,1967-1975,92.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,62.0,natural,100,0.0,N,2.3
D,1,2022-05-20,House,Mid-Terrace,before 1900,74.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.66
C,0,2022-05-20,House,Detached,1950-1966,259.0,7.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2022-05-20,House,Semi-Detached,1983-1990,51.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.31
D,1,2022-05-20,House,Mid-Terrace,before 1900,64.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,46.0,natural,100,0.0,N,2.47
D,1,2022-05-20,House,End-Terrace,1900-1929,82.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.33
C,0,2022-05-20,House,Mid-Terrace,before 1900,65.0,3.0,Mains gas,Normal,No insulation,200-299 mm,Secondary glazing,Gas boiler,56.0,natural,100,0.0,N,2.52
C,0,2022-05-20,House,Detached,2003-2006,94.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.3
C,0,2022-05-21,Flat,Detached,2007-2011,72.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric underfloor,100.0,natural,100,0.0,N,2.37
C,0,2022-05-21,House,End-Terrace,1900-1929,67.0,5.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.63
E,1,2022-05-23,House,End-Terrace,before 1900,99.0,4.0,Mains gas,More Than Typical,No insulation,No insulation,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.73
C,0,2022-05-23,Flat,Semi-Detached,1967-1975,65.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.36
C,0,2022-05-23,Flat,Semi-Detached,1930-1949,45.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.46
D,1,2022-05-23,House,End-Terrace,1950-1966,82.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,18.0,natural,100,0.0,N,2.43
C,0,2022-05-23,House,Mid-Terrace,1930-1949,70.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.48
D,1,2022-05-23,Flat,Semi-Detached,1950-1966,83.0,4.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.63
C,0,2022-05-23,Flat,Semi-Detached,1950-1966,48.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,70.0,natural,100,0.0,N,2.42
C,0,2022-05-23,Flat,Detached,1976-1982,63.0,3.0,Mains gas,Normal,Partial/limited insulation,200-299 mm,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.4
C,0,2022-05-23,Flat,End-Terrace,before 1900,39.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.55
C,0,2022-05-23,House,Mid-Terrace,2003-2006,88.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,64.0,natural,100,0.0,N,2.33
B,0,2022-05-24,Flat,Semi-Detached,2012 onwards,72.0,,Mains gas,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
B,0,2022-05-24,Flat,Semi-Detached,2012 onwards,72.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
C,0,2022-05-24,House,Semi-Detached,1991-1995,64.0,3.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.28
C,0,2022-05-24,Flat,Detached,1983-1990,71.0,3.0,Gas - community,Normal,Insulated,Insulated - unspecified,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.29
B,0,2022-05-24,Flat,End-Terrace,2012 onwards,73.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
C,0,2022-05-24,House,Detached,1996-2002,152.0,7.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,46.0,natural,100,0.0,N,2.5
C,0,2022-05-24,House,End-Terrace,1950-1966,88.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.29
B,0,2022-05-24,Flat,End-Terrace,2012 onwards,73.0,,Mains gas,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.4
