Threshold,Precision,Recall,F1,Accuracy
0.3,0.7151360544217688,0.8815513626834381,0.7896713615023474,0.8149524989673689
0.4,0.7576923076923077,0.8259958071278826,0.7903711133400201,0.8273440726972325
0.5,0.8083700440528634,0.7693920335429769,0.7883995703544576,0.8372573316811235
0.6,0.8532110091743119,0.6823899371069182,0.7582993593476994,0.828583230070219
0.7,0.8876404494382022,0.5796645702306079,0.7013316423589093,0.80545229244114
